log_message,target_label,complexity,timestamp,source
File upload completed: backup.zip (45MB) by user admin,user_action,regex,,
User john.doe created new project 'Q1-Financials',user_action,bert,,
User john.doe created new project 'HR-Dashboard',user_action,bert,,
File upload completed: config.yaml (100MB) by user admin,user_action,bert,,
File upload completed: quarterly.xlsx (100MB) by user manager.ops,user_action,llm,,
File upload completed: config.yaml (1024MB) by user alice.smith,user_action,bert,,
File upload completed: config.yaml (250MB) by user admin,user_action,regex,,
Account locked: 50 failed login attempts for temp.user,user_action,regex,,
File upload completed: backup.zip (250MB) by user alice.smith,user_action,regex,,
Account locked: 20 failed login attempts for john.doe,user_action,bert,,
File upload completed: quarterly.xlsx (512MB) by user temp.user,user_action,bert,,
File upload completed: config.yaml (100MB) by user manager.ops,user_action,regex,,
File upload completed: backup.zip (45MB) by user temp.user,user_action,regex,,
File upload completed: backup.zip (45MB) by user manager.ops,user_action,bert,,
File upload completed: data.csv (250MB) by user alice.smith,user_action,bert,,
File upload completed: quarterly.xlsx (45MB) by user admin,user_action,bert,,
File upload completed: quarterly.xlsx (250MB) by user john.doe,user_action,bert,,
"Method calculateVAT() deprecated since 3.0, use VATService instead",deprecation_warning,regex,,
Old file storage API deprecated: migrate to cloud storage,deprecation_warning,bert,,
"API endpoint /v1/users is deprecated, migrate to /v3/auth by Jan 2025",deprecation_warning,bert,,
"Method calculateTax() deprecated since 4.0, use TaxCalculationService instead",deprecation_warning,regex,,
"Database driver postgres-9.x is deprecated, upgrade to 2.0",deprecation_warning,regex,,
"API endpoint /auth/login is deprecated, migrate to /v2/users by Dec 2024",deprecation_warning,bert,,
"Report format XML will be discontinued, migrate to JSON by Jan 2025",deprecation_warning,regex,,
"Report format XML will be discontinued, migrate to JSON by Dec 2024",deprecation_warning,llm,,
"API endpoint /v2/orders is deprecated, migrate to /v3/auth by Q2 2025",deprecation_warning,regex,,
"SSL protocol TLSv1.1 is deprecated, upgrade to TLSv1.3 by Jan 2025",deprecation_warning,bert,,
Old file storage API deprecated: migrate to new template engine,deprecation_warning,regex,,
Legacy authentication module will be sunset in Q4 2025,deprecation_warning,regex,,
"Legacy email template system deprecated, use cloud storage",deprecation_warning,regex,,
Configuration option 'legacy_mode=true' will be removed in version 2.0,deprecation_warning,bert,,
Configuration option 'debug=true' will be removed in version 3.0,deprecation_warning,bert,,
Configuration option 'debug=true' will be removed in version 4.0,deprecation_warning,bert,,
"Database driver postgres-9.x is deprecated, upgrade to 4.0",deprecation_warning,bert,,
"Method calculateTax() deprecated since 4.0, use VATService instead",deprecation_warning,regex,,
"Report format XML will be discontinued, migrate to Parquet by Dec 2024",deprecation_warning,bert,,
"Database driver mysql-connector-5.x is deprecated, upgrade to 3.0",deprecation_warning,bert,,
"API endpoint /metrics is deprecated, migrate to /v2/users by Jan 2025",deprecation_warning,bert,,
Legacy authentication module will be sunset in Q2 2024,deprecation_warning,regex,,
"Database driver mysql-connector-5.x is deprecated, upgrade to 4.0",deprecation_warning,llm,,
"Support ending for Safari 12 by Dec 2024, update requirements",deprecation_warning,regex,,
"Support ending for Internet Explorer by Jan 2025, update requirements",deprecation_warning,regex,,
Legacy authentication module will be sunset in Q2 2025,deprecation_warning,bert,,
Legacy authentication module will be sunset in Q3 2025,deprecation_warning,regex,,
Configuration option 'legacy_mode=true' will be removed in version 3.0,deprecation_warning,bert,,
"SSL protocol TLSv1.2 is deprecated, upgrade to TLSv1.3 by Jan 2025",deprecation_warning,bert,,
"Database driver mysql-connector-5.x is deprecated, upgrade to 2.0",deprecation_warning,bert,,
"Method calculateVAT() deprecated since 2.0, use TaxCalculationService instead",deprecation_warning,bert,,
"API endpoint /v2/orders is deprecated, migrate to /v3/auth by Jan 2025",deprecation_warning,bert,,
"Method calculateVAT() deprecated since 4.0, use VATService instead",deprecation_warning,regex,,
"Support ending for Safari 12 by Jan 2025, update requirements",deprecation_warning,bert,,
"Legacy email template system deprecated, use new template engine",deprecation_warning,regex,,
Legacy authentication module will be sunset in Q3 2024,deprecation_warning,llm,,
"SSL protocol TLSv1.2 is deprecated, upgrade to TLSv1.3 by Dec 2024",deprecation_warning,bert,,
"Report format CSV will be discontinued, migrate to JSON by Jan 2025",deprecation_warning,regex,,
"Method calculateTax() deprecated since 3.0, use VATService instead",deprecation_warning,regex,,
"Report format CSV will be discontinued, migrate to JSON by Q2 2025",deprecation_warning,bert,,
"SSL protocol TLSv1.1 is deprecated, upgrade to TLSv1.3 by Q2 2025",deprecation_warning,regex,,
"Support ending for Internet Explorer by Dec 2024, update requirements",deprecation_warning,regex,,
"API endpoint /v2/orders is deprecated, migrate to /v2/users by Jan 2025",deprecation_warning,bert,,
"Database driver postgres-9.x is deprecated, upgrade to 3.0",deprecation_warning,bert,,
"API endpoint /metrics is deprecated, migrate to /v3/auth by Q2 2025",deprecation_warning,bert,,
"API endpoint /v1/users is deprecated, migrate to /v3/auth by Q2 2025",deprecation_warning,bert,,
"SSL protocol TLSv1.1 is deprecated, upgrade to TLSv1.3 by Dec 2024",deprecation_warning,bert,,
"Report format CSV will be discontinued, migrate to JSON by Dec 2024",deprecation_warning,bert,,
"Method calculateVAT() deprecated since 4.0, use TaxCalculationService instead",deprecation_warning,bert,,
"Support ending for Internet Explorer by Q2 2025, update requirements",deprecation_warning,regex,,
"API endpoint /metrics is deprecated, migrate to /v3/auth by Dec 2024",deprecation_warning,regex,,
"Report format CSV will be discontinued, migrate to Parquet by Dec 2024",deprecation_warning,bert,,
"API endpoint /auth/login is deprecated, migrate to /v2/users by Q2 2025",deprecation_warning,regex,,
"API endpoint /v2/orders is deprecated, migrate to /v3/auth by Dec 2024",deprecation_warning,bert,,
"Report format XML will be discontinued, migrate to Parquet by Jan 2025",deprecation_warning,bert,,
"API endpoint /metrics is deprecated, migrate to /v2/users by Q2 2025",deprecation_warning,bert,,
"API endpoint /v1/users is deprecated, migrate to /v3/auth by Dec 2024",deprecation_warning,bert,,
Configuration option 'debug=true' will be removed in version 2.0,deprecation_warning,llm,,
Legacy authentication module will be sunset in Q1 2025,deprecation_warning,bert,,
Legacy authentication module will be sunset in Q4 2024,deprecation_warning,bert,,
"Report format CSV will be discontinued, migrate to Parquet by Q2 2025",deprecation_warning,llm,,
"SSL protocol TLSv1.2 is deprecated, upgrade to TLSv1.3 by Q2 2025",deprecation_warning,bert,,
"API endpoint /metrics is deprecated, migrate to /v2/users by Dec 2024",deprecation_warning,bert,,
Legacy authentication module will be sunset in Q1 2024,deprecation_warning,bert,,
"API endpoint /v1/users is deprecated, migrate to /v2/users by Dec 2024",deprecation_warning,bert,,
"API endpoint /v1/users is deprecated, migrate to /v2/users by Jan 2025",deprecation_warning,regex,,
Configuration option 'legacy_mode=true' will be removed in version 4.0,deprecation_warning,regex,,
"Support ending for Safari 12 by Q2 2025, update requirements",deprecation_warning,llm,,
"API endpoint /auth/login is deprecated, migrate to /v3/auth by Jan 2025",deprecation_warning,bert,,
"API endpoint /v2/orders is deprecated, migrate to /v2/users by Dec 2024",deprecation_warning,bert,,
"Report format XML will be discontinued, migrate to Parquet by Q2 2025",deprecation_warning,regex,,
"API endpoint /metrics is deprecated, migrate to /v3/auth by Jan 2025",deprecation_warning,regex,,
"API endpoint /v1/users is deprecated, migrate to /v2/users by Q2 2025",deprecation_warning,regex,,
"Report format CSV will be discontinued, migrate to Parquet by Jan 2025",deprecation_warning,llm,,
"API endpoint /auth/login is deprecated, migrate to /v3/auth by Dec 2024",deprecation_warning,llm,,
"API endpoint /v2/orders is deprecated, migrate to /v2/users by Q2 2025",deprecation_warning,regex,,
"Method calculateTax() deprecated since 2.0, use TaxCalculationService instead",deprecation_warning,regex,,
"Report format XML will be discontinued, migrate to JSON by Q2 2025",deprecation_warning,bert,,
"Method calculateVAT() deprecated since 3.0, use TaxCalculationService instead",deprecation_warning,bert,,
"API endpoint /auth/login is deprecated, migrate to /v3/auth by Q2 2025",deprecation_warning,regex,,
"Method calculateVAT() deprecated since 2.0, use VATService instead",deprecation_warning,regex,,
"Method calculateTax() deprecated since 2.0, use VATService instead",deprecation_warning,regex,,
"API endpoint /auth/login is deprecated, migrate to /v2/users by Jan 2025",deprecation_warning,regex,,
"Method calculateTax() deprecated since 3.0, use TaxCalculationService instead",deprecation_warning,regex,,
Event triggered,unclassified,bert,,
Action completed successfully,unclassified,regex,,
Service ready,unclassified,bert,,
Process completed,unclassified,bert,,
Maintenance window scheduled,unclassified,regex,,
Operation finished,unclassified,regex,,
Task done,unclassified,regex,,
Update available,unclassified,llm,,
Status: OK,unclassified,regex,,
Request processed,unclassified,bert,,
"Cache cleared: 1500 entries removed, 45MB freed",system_notification,bert,,
"Cache cleared: 10 entries removed, 250MB freed",system_notification,bert,,
"Cache cleared: 20 entries removed, 45MB freed",system_notification,bert,,
"Cache cleared: 20 entries removed, 1024MB freed",system_notification,bert,,
Memory usage: 82% of heap (6.2GB/16GB),system_notification,bert,,
"Cache cleared: 20 entries removed, 250MB freed",system_notification,bert,,
